tag,equipment,VR,VY,VB,IR,IY,IB,temperature,MW,MVAR,MVA,fault,reason,protection,load_percent
3BB-931A,Battery,418.8206587,399.6705043,398.6934355,58.05871024,25.65616624,66.50156811,53.58390644,0.032,0.038,0.07,Normal,Normal operation,None,50.07214819
3VFD-430,VFD,405.5278109,405.8843103,386.2160417,59.19050094,21.55821012,35.9665341,30.98146902,0.062,0.017,0.079,Normal,Normal operation,None,38.90508172
3G-687,Generator,383.4348424,415.7118564,383.4949515,145.6000469,141.4044108,105.4257909,37.02710246,0.01,0.043,0.053,Overload,Load exceeded limit,Thermal,130.8100828
5CB-987B,CircuitBreaker,399.7856362,407.6109239,407.6304358,46.25786831,82.16910491,118.2921122,60.25928988,0.076,0.011,0.087,Normal,Normal operation,None,82.23969514
5TR-347,Transformer,389.9754922,418.9627802,399.2165937,134.9665332,96.92526778,105.9666542,70.03857074,0.047,0.006,0.053,Normal,Normal operation,None,112.6194851
2VFD-688,VFD,403.1076405,405.8258242,403.3788519,30.30069251,83.7912907,124.9003897,89.58704148,0.018,0.026,0.044,Normal,Normal operation,None,79.6641243
5VFD-896B,VFD,389.8114494,383.7621625,416.849814,115.4736157,22.81850411,111.604619,72.56941486,0.026,0.046,0.072,Normal,Normal operation,None,83.29891295
6SNS-895,Sensor,387.2036862,408.8895601,391.1177923,30.03038057,109.3533199,120.1864564,88.70692301,0.03,0.028,0.058,Normal,Normal operation,None,86.52338561
3PT-460,PT,398.1342419,394.8147292,384.9861309,55.63315096,119.2995458,28.78706274,84.30919383,0.034,0.008,0.042,Normal,Normal operation,None,67.90658651
2SB-496,Switchboard,382.3604161,401.35642,386.5528393,79.28798823,112.6763635,141.9008999,76.90977768,0.033,0.036,0.069,Normal,Normal operation,None,111.2884172
5SNS-660A,Sensor,402.2516536,381.6145198,412.154304,149.1834191,23.63497754,143.0560756,94.45112838,0.093,0.026,0.119,Overheating,High temperature,Thermal,105.2914908
7SNS-527B,Sensor,400.415379,415.2167479,391.7561252,105.3644739,39.91963092,143.1745042,65.12358774,0.083,0.027,0.11,Normal,Normal operation,None,96.15286967
4SNS-616A,Sensor,401.4812571,380.0697776,382.351121,21.11850454,20.82455188,111.3228662,70.11873952,0.06,0.022,0.082,Normal,Normal operation,None,51.08864088
4SA-480A,SurgeArrestor,381.780014,411.328888,388.2448807,30.97578004,98.00697238,146.8795819,79.66036358,0.061,0.013,0.074,Normal,Normal operation,None,91.95411143
2CT-383,CT,399.8747025,404.3084046,383.1740472,134.0718088,37.02620603,62.5912201,30.40647532,0.071,0.009,0.08,Normal,Normal operation,None,77.89641164
7CAP-922B,CapacitorBank,402.8135366,414.3849718,387.5019493,35.89272556,114.8065131,135.1200442,31.84765791,0.061,0.038,0.099,Normal,Normal operation,None,95.27309428
2PT-688A,PT,406.7877819,385.9351824,414.7684339,93.37235011,129.1242763,26.10955919,80.68568953,0.062,0.013,0.075,Normal,Normal operation,None,82.86872852
6VFD-403A,VFD,402.1272914,414.6386573,386.5913666,41.23772475,114.8886069,25.59360067,81.17879691,0.017,0.026,0.043,Normal,Normal operation,None,60.57331078
2SB-497B,Switchboard,414.8945244,400.2684012,401.9508456,117.5838958,108.7230322,90.24164445,52.40237628,0.058,0.042,0.1,Normal,Normal operation,None,105.5161908
1PM-949A,Motor,391.7822061,397.126476,395.8485843,94.27075501,108.8120527,84.86136751,95.28641812,0.079,0.018,0.097,Overheating,High temperature,Thermal,95.98139173
1CT-637A,CT,404.0263496,387.2373406,397.4663027,127.5807009,22.62621941,53.27801452,92.96872892,0.084,0.022,0.106,Overheating,High temperature,Thermal,67.82831162
4SA-676B,SurgeArrestor,408.9931759,388.280003,390.1349034,86.06233759,119.6459089,65.77360106,85.7671137,0.058,0.006,0.064,Normal,Normal operation,None,90.49394917
5LP-297,Lighting,389.0515824,384.7982131,392.1236355,77.70108434,54.85493625,130.7693696,25.64537827,0.098,0.015,0.113,Normal,Normal operation,None,87.77513006
2UPS-697A,UPS,389.9121998,386.733199,415.2182899,35.56608398,126.6982781,37.39515427,69.10719047,0.058,0.007,0.065,Normal,Normal operation,None,66.55317213
3UPS-488,UPS,393.3574452,401.4512462,406.7837164,98.33303273,69.67023966,42.24430289,32.89462509,0.035,0.025,0.06,Normal,Normal operation,None,70.08252509
7PM-896B,Motor,419.3819147,380.1720507,407.0777256,32.34317879,69.00730506,55.22033961,50.85222929,0.08,0.021,0.101,Normal,Normal operation,None,52.19027449
5PT-392,PT,402.0892604,380.2413619,419.3565875,113.4873275,62.61117315,60.3631436,36.10237238,0.09,0.028,0.118,Normal,Normal operation,None,78.82054809
6VFD-423,VFD,394.942283,415.3617115,405.2414826,84.43695283,67.72604396,107.7118677,26.55789337,0.082,0.028,0.11,Normal,Normal operation,None,86.62495485
4PT-608B,PT,383.0386173,404.5434345,401.3300331,30.15144772,92.23089858,134.6857056,49.94186776,0.012,0.006,0.018,Normal,Normal operation,None,85.68935065
1G-568B,Generator,418.5442247,385.3293691,385.7570213,133.3124751,124.7402499,75.09306731,28.06471495,0.079,0.017,0.096,Normal,Normal operation,None,111.0485974
3CAP-823B,CapacitorBank,394.2343991,396.5591335,389.4567374,21.6391115,142.9319014,103.3314372,78.1061898,0.089,0.024,0.113,Normal,Normal operation,None,89.3008167
5UPS-899,UPS,388.2473097,419.4009982,416.1255261,33.84300185,141.3316725,65.52366193,95.2394833,0.036,0.021,0.057,Overheating,High temperature,Thermal,80.23277875
2CAP-850A,CapacitorBank,409.260012,409.7762471,410.4272637,117.9984582,126.5855862,104.3044956,90.17420625,0.019,0.04,0.059,Overheating,High temperature,Thermal,116.29618
5TR-638A,Transformer,411.1407593,406.7453512,383.981874,35.62350928,20.17186224,42.98543107,71.96973673,0.06,0.037,0.097,Normal,Normal operation,None,32.9269342
5UPS-204,UPS,413.5174885,408.5453455,385.0553557,82.38519871,140.8415947,78.54018525,39.35524284,0.087,0.049,0.136,Normal,Normal operation,None,100.5889929
4SB-501B,Switchboard,393.7619465,402.1859364,394.8464969,124.0623175,44.46408577,76.61114395,73.5706776,0.074,0.015,0.089,Normal,Normal operation,None,81.71251575
1TR-669A,Transformer,395.2958656,395.7674489,410.1032382,63.18950762,89.45387909,84.54261652,87.19952141,0.027,0.045,0.072,Normal,Normal operation,None,79.06200108
2CB-682A,CircuitBreaker,411.524164,391.9892573,380.5843885,26.70061372,142.2719931,79.1119581,74.76306243,0.027,0.025,0.052,Normal,Normal operation,None,82.69485496
5CT-862,CT,400.8409068,409.9536551,384.6157888,75.91246739,135.2222389,145.0935264,32.94709947,0.05,0.008,0.058,Normal,Normal operation,None,118.7427442
7CAP-778,CapacitorBank,409.0570782,404.9593242,380.5288355,69.68804382,106.3482794,136.0930276,49.02178653,0.098,0.018,0.116,Normal,Normal operation,None,104.0431169
6G-639,Generator,397.3851522,419.6841507,385.3786112,118.1686511,73.265956,79.08167827,71.15555706,0.079,0.021,0.1,Normal,Normal operation,None,90.17209511
3SB-959A,Switchboard,399.050288,382.3096315,395.4731262,46.9228406,112.6339502,100.7421901,25.25459254,0.054,0.024,0.078,Normal,Normal operation,None,86.76632698
4CAP-834,CapacitorBank,415.415636,392.4628579,384.8592496,85.67660067,87.30243754,127.2248583,55.38930062,0.05,0.029,0.079,Normal,Normal operation,None,100.0679655
1G-139,Generator,414.0645217,396.7158889,411.5582144,116.2788002,23.24296217,28.98579118,62.09914367,0.056,0.008,0.064,Normal,Normal operation,None,56.16918452
2VFD-497B,VFD,393.4349921,386.8695085,382.2326378,89.02059235,40.6845977,91.80993386,46.11412379,0.053,0.043,0.096,Normal,Normal operation,None,73.83837464
2CT-193,CT,415.5032858,397.3746184,392.4221412,66.40428148,102.8055785,98.42474185,92.18825278,0.07,0.029,0.099,Overheating,High temperature,Thermal,89.21153396
7CB-939,CircuitBreaker,385.0639946,382.7713745,384.824433,140.40237,124.0632183,46.42194281,79.53687137,0.092,0.042,0.134,Normal,Normal operation,None,103.6291771
3PM-863A,Motor,404.5089966,413.672313,385.671298,94.01877667,49.30588468,149.6265916,79.43284418,0.051,0.033,0.084,Normal,Normal operation,None,97.65041765
7BB-990B,Battery,416.6013996,382.2057081,380.2941315,24.36377737,37.33039449,55.2095984,35.25879974,0.031,0.027,0.058,Normal,Normal operation,None,38.96792342
3CT-134B,CT,400.1180492,396.5815574,383.0712938,134.3884617,51.20116668,59.91832474,47.08083457,0.094,0.011,0.105,Normal,Normal operation,None,81.83598436
4PLC-338A,PLC,414.3205282,393.2165159,415.5499176,37.47623458,22.27941987,33.26828743,35.210933,0.032,0.024,0.056,Normal,Normal operation,None,31.00798063
2SA-157B,SurgeArrestor,411.0194265,383.3747073,409.1883235,82.36268872,25.96905783,56.66309435,82.29851862,0.069,0.03,0.099,Normal,Normal operation,None,54.9982803
4VFD-997B,VFD,418.8800621,417.5200358,401.5577479,93.56706208,72.52938537,138.2772723,35.30794227,0.037,0.01,0.047,Normal,Normal operation,None,101.4579066
2PM-179A,Motor,419.6990749,383.2693424,399.3591567,62.22501758,103.9053583,129.1195442,31.87061798,0.042,0.022,0.064,Normal,Normal operation,None,98.41664004
7VFD-966,VFD,395.9623504,380.2968239,380.3423281,115.8387625,77.69990019,66.02887812,95.89693199,0.014,0.041,0.055,Overheating,High temperature,Thermal,86.5225136
6PM-198A,Motor,418.3130297,406.3858375,410.7971925,141.255751,118.1657025,94.60344079,37.75847773,0.04,0.039,0.079,Normal,Normal operation,None,118.0082981
6UPS-768,UPS,386.3897908,394.3122455,404.1964994,120.8398718,27.42854108,133.7323994,62.8402655,0.011,0.012,0.023,Normal,Normal operation,None,94.00027078
3CT-846B,CT,411.4305585,416.806895,416.7576478,104.3128333,22.27817157,23.77945678,98.95169748,0.072,0.03,0.102,Overheating,High temperature,Thermal,50.1234872
6G-717A,Generator,414.9783436,407.1052981,381.8242242,49.07887508,89.85919208,32.30340256,39.93736044,0.087,0.016,0.103,Normal,Normal operation,None,57.08048991
1G-122,Generator,382.8539898,398.6808439,409.4435612,73.52195025,99.20511209,81.27183592,83.24265913,0.04,0.042,0.082,Normal,Normal operation,None,84.66629942
5LP-750A,Lighting,399.4130839,391.3023684,410.7308785,53.96660958,135.692063,76.14844685,82.40943783,0.054,0.027,0.081,Normal,Normal operation,None,88.60237313
1PT-978B,PT,402.3293979,400.7733088,387.2448491,91.41113167,65.82185569,40.74318217,97.53066792,0.092,0.018,0.11,Overheating,High temperature,Thermal,65.99205651
5SA-558B,SurgeArrestor,384.2833232,385.3460467,393.7221416,25.78174941,91.80476133,142.1942944,38.16879987,0.015,0.044,0.059,Normal,Normal operation,None,86.59360171
2SA-847B,SurgeArrestor,389.4977514,389.0903371,405.2626018,68.84333241,29.06826602,94.69316303,81.81362165,0.066,0.032,0.098,Normal,Normal operation,None,64.20158715
7CB-830,CircuitBreaker,412.2938463,419.282818,396.8113466,110.2915367,51.00452591,118.807108,85.02030952,0.097,0.036,0.133,Normal,Normal operation,None,93.36772354
2VFD-741,VFD,401.5487603,416.5120331,390.5574861,23.46927972,140.6740775,77.86045715,69.92523129,0.063,0.007,0.07,Normal,Normal operation,None,80.66793813
7PM-840A,Motor,401.23335,399.7898424,395.1009904,145.1172377,135.9933247,100.9159078,34.96007816,0.053,0.034,0.087,Overload,Load exceeded limit,Thermal,127.3421567
4LP-316B,Lighting,395.6453264,419.8423224,395.530781,70.62917615,93.15187438,78.41874726,34.59717385,0.047,0.045,0.092,Normal,Normal operation,None,80.73326593
1BB-874A,Battery,401.4810489,410.9932431,414.3256436,110.462098,61.84588388,139.2231249,96.32990443,0.044,0.028,0.072,Overheating,High temperature,Thermal,103.8437023
1VFD-349,VFD,391.7512965,380.9257399,408.5175807,43.66501914,99.55537009,70.73328385,91.20977216,0.083,0.028,0.111,Overheating,High temperature,Thermal,71.31789103
2TR-244,Transformer,401.0568176,406.0620481,404.5906909,35.34143712,103.8682811,126.7539314,55.1912082,0.057,0.035,0.092,Normal,Normal operation,None,88.65454986
3SA-767A,SurgeArrestor,381.3703782,387.1250082,398.6550927,59.81736278,64.56556581,147.5890926,67.60882095,0.034,0.033,0.067,Normal,Normal operation,None,90.65734041
1G-844A,Generator,381.6440658,411.6180182,419.2190818,80.3104179,24.80096022,42.14776939,98.65860499,0.033,0.036,0.069,Overheating,High temperature,Thermal,49.0863825
2CT-282,CT,392.4700706,406.2344829,382.2332217,54.79980576,45.91196606,29.60431354,84.07522182,0.016,0.025,0.041,Normal,Normal operation,None,43.43869512
7SA-368,SurgeArrestor,393.5714326,381.7492285,412.3907628,97.23962023,93.94544376,103.6909649,83.96190184,0.013,0.02,0.033,Normal,Normal operation,None,98.29200963
3SA-781B,SurgeArrestor,386.539376,387.6817771,416.195293,71.39793159,120.8555486,80.43072882,31.36462944,0.061,0.029,0.09,Normal,Normal operation,None,90.89473633
5CAP-696A,CapacitorBank,411.4752401,395.0636297,383.6566506,54.24316171,47.15543068,43.75532942,71.93625321,0.035,0.028,0.063,Normal,Normal operation,None,48.3846406
5CAP-523B,CapacitorBank,404.2825014,399.5149351,408.3762889,147.2209632,97.4605205,89.68414842,34.26468944,0.025,0.037,0.062,Normal,Normal operation,None,111.4552107
2CAP-625,CapacitorBank,409.3721814,382.2788803,383.9882943,55.83590402,83.21974681,38.70265105,62.93742202,0.027,0.014,0.041,Normal,Normal operation,None,59.2527673
6TR-310A,Transformer,384.7235718,388.4161277,413.0599632,120.2192724,127.399424,84.51989142,98.40991671,0.012,0.033,0.045,Overheating,High temperature,Thermal,110.7128626
2CAP-760A,CapacitorBank,415.9434736,410.1771936,392.7517038,117.1175504,48.0562324,20.55298248,64.56899732,0.054,0.04,0.094,Normal,Normal operation,None,61.90892176
6SB-235B,Switchboard,397.917532,407.7031334,384.2369732,148.5520181,128.1059276,92.58598107,72.38542136,0.031,0.05,0.081,Overload,Load exceeded limit,Thermal,123.0813089
3UPS-658,UPS,384.0070477,395.7794959,384.2422791,40.54859182,135.0125983,148.1661956,77.47238733,0.037,0.047,0.084,Normal,Normal operation,None,107.9091286
4G-747B,Generator,381.6170067,391.9517462,417.3495387,56.97911198,27.98115986,22.89678716,54.13894693,0.033,0.037,0.07,Normal,Normal operation,None,35.952353
6UPS-863B,UPS,408.8414881,404.1727121,399.4138945,81.52920663,126.1724828,107.0898408,92.1953606,0.044,0.029,0.073,Overheating,High temperature,Thermal,104.9305101
3CB-410,CircuitBreaker,401.0788775,416.1187598,387.9034866,38.45366279,63.47873135,66.84044648,68.03381946,0.037,0.032,0.069,Normal,Normal operation,None,56.25761354
2PLC-914A,PLC,387.3354927,411.1746048,383.9720517,125.4996858,128.0025363,119.2196422,63.03409703,0.079,0.032,0.111,Overload,Load exceeded limit,Thermal,124.2406214
6SNS-281,Sensor,415.7265461,412.6210231,394.0860322,43.61649127,31.405552,103.6281448,67.06972784,0.056,0.029,0.085,Normal,Normal operation,None,59.55006268
6TR-983B,Transformer,389.5438953,383.6763893,389.9792667,63.04084753,42.792431,24.41678162,93.17274126,0.099,0.033,0.132,Overheating,High temperature,Thermal,43.41668672
1G-998A,Generator,417.6614001,403.77222,405.6770854,46.3183225,122.9574132,23.83535188,33.94846246,0.012,0.027,0.039,Normal,Normal operation,None,64.37036252
3VFD-879,VFD,400.2375108,392.0481453,410.4380417,59.66891604,95.9337171,106.9301253,83.60577588,0.086,0.04,0.126,Normal,Normal operation,None,87.51091947
5CB-422A,CircuitBreaker,384.4724861,385.8175642,398.5141782,123.3541554,102.1083359,97.842741,96.02587948,0.085,0.049,0.134,Overheating,High temperature,Thermal,107.7684107
1SNS-561A,Sensor,407.9212492,414.3719606,396.295459,70.33287872,75.62919326,99.00941708,48.79007414,0.097,0.034,0.131,Normal,Normal operation,None,81.65716302
7TR-636B,Transformer,382.0849804,413.2583063,381.2799816,40.81341203,143.7604697,32.71682968,90.75059464,0.052,0.025,0.077,Overheating,High temperature,Thermal,72.43023714
4CB-381B,CircuitBreaker,398.0889175,419.7504916,382.7481353,24.05254248,81.99489822,139.6212024,58.01699983,0.047,0.022,0.069,Normal,Normal operation,None,81.88954769
1G-849B,Generator,400.3528879,398.1911764,396.6418261,116.8472715,68.44387251,102.6399843,82.40902879,0.025,0.02,0.045,Normal,Normal operation,None,95.97704276
3SA-591,SurgeArrestor,384.6419676,413.576626,396.88961,31.34086411,112.8746176,34.15320307,67.88928471,0.06,0.034,0.094,Normal,Normal operation,None,59.45622826
3LP-656B,Lighting,387.5432348,406.62243,395.3953047,68.98825928,28.01934166,32.04175046,66.09469896,0.053,0.016,0.069,Normal,Normal operation,None,43.01645046
3PM-335B,Motor,391.8168543,384.7926642,398.4289159,115.6244103,106.898929,108.6901859,49.53510103,0.043,0.009,0.052,Normal,Normal operation,None,110.4045084
5G-402A,Generator,401.8268713,381.9651578,416.2480123,73.5350528,136.2367967,80.95424683,38.10076582,0.044,0.016,0.06,Normal,Normal operation,None,96.90869876
6PLC-931A,PLC,397.6854625,387.8074295,405.5940402,135.3086809,98.89622779,52.3513692,46.45724123,0.087,0.006,0.093,Normal,Normal operation,None,95.51875929
4CT-599,CT,383.1309997,413.6282104,382.8106576,149.2330706,92.790091,92.88321099,31.19940436,0.075,0.023,0.098,Normal,Normal operation,None,111.6354575
2SA-731,SurgeArrestor,385.9897121,395.2412903,403.764794,143.1577325,50.76761871,53.2140588,25.47163919,0.028,0.046,0.074,Normal,Normal operation,None,82.37980332
4VFD-995,VFD,397.569524,398.9911149,409.2897557,60.11649476,138.7661157,94.98067662,58.79244061,0.063,0.025,0.088,Normal,Normal operation,None,97.95442903
7CAP-519B,CapacitorBank,409.5813491,390.2924424,390.1781381,141.7563519,126.956364,110.1032885,34.29198187,0.06,0.027,0.087,Overload,Load exceeded limit,Thermal,126.2720014
4G-708A,Generator,390.682283,397.4471912,406.6416491,124.1182662,22.74018651,105.5324805,80.56474362,0.011,0.024,0.035,Normal,Normal operation,None,84.13031108
5LP-506B,Lighting,405.2391951,401.9664345,416.4388927,107.7162224,94.6893608,132.0568977,91.24067355,0.094,0.048,0.142,Overheating,High temperature,Thermal,111.4874936
4CB-957B,CircuitBreaker,382.6704242,390.2382537,406.4493944,26.26496574,105.7160732,45.66085891,73.61962794,0.011,0.028,0.039,Normal,Normal operation,None,59.21396594
5LP-349A,Lighting,396.6890602,405.6223642,387.6837126,149.2703117,105.0451359,144.5348274,45.06152803,0.088,0.011,0.099,Overload,Load exceeded limit,Thermal,132.9500917
5SA-563,SurgeArrestor,401.6030148,407.6222327,398.3424816,128.1631652,53.62002688,85.43231568,89.29398371,0.031,0.021,0.052,Normal,Normal operation,None,89.07183593
2PT-258,PT,386.5019453,411.8966715,408.9753321,29.73805297,58.69661445,81.21819111,94.77321153,0.077,0.024,0.101,Overheating,High temperature,Thermal,56.55095284
1SNS-894,Sensor,396.0113988,418.5475427,400.095946,36.29036974,144.1573999,70.70658504,83.86175696,0.046,0.044,0.09,Normal,Normal operation,None,83.71811824
5SB-937A,Switchboard,392.8153734,416.8535667,383.4339986,35.41084907,84.93645227,65.56667301,69.99660176,0.08,0.006,0.086,Normal,Normal operation,None,61.97132478
7CAP-673B,CapacitorBank,385.3075524,408.7073119,404.3168424,36.50848609,97.5812264,46.31184907,38.879622,0.082,0.027,0.109,Normal,Normal operation,None,60.13385385
3UPS-339,UPS,394.8253136,396.9886897,394.0139211,105.0562206,28.40381938,81.84515804,99.73236783,0.066,0.041,0.107,Overheating,High temperature,Thermal,71.76839933
4PT-785,PT,403.2762729,419.3019738,390.978764,142.732247,117.8323395,56.42544496,71.93581858,0.021,0.011,0.032,Normal,Normal operation,None,105.6633438
4SNS-250A,Sensor,418.6920448,394.685333,399.3264712,85.36142308,117.4284475,146.7745338,57.37622027,0.015,0.039,0.054,Normal,Normal operation,None,116.5214681
6LP-453A,Lighting,413.1046296,409.3891991,391.2781334,101.5908045,41.75524865,102.7412153,98.76253312,0.078,0.011,0.089,Overheating,High temperature,Thermal,82.0290895
7G-635,Generator,407.9104346,380.8768716,401.981838,126.5306593,75.98568766,25.68692884,47.06054993,0.029,0.03,0.059,Normal,Normal operation,None,76.06775861
1VFD-816A,VFD,400.1206652,399.0294149,403.2260195,27.42608956,52.7491793,129.2044336,58.54889746,0.07,0.025,0.095,Normal,Normal operation,None,69.79323417
6TR-891,Transformer,418.518958,400.051172,387.442164,89.82256794,49.51842577,23.74605455,93.97163711,0.034,0.018,0.052,Overheating,High temperature,Thermal,54.36234942
6CB-255A,CircuitBreaker,414.2568869,414.5723903,413.6031197,78.6202905,137.5584292,138.8865538,54.18609653,0.019,0.021,0.04,Normal,Normal operation,None,118.3550911
6VFD-640A,VFD,405.723374,410.2477315,416.5268585,147.1230912,26.0284129,95.40716136,80.41470262,0.043,0.005,0.048,Normal,Normal operation,None,89.51955515
1BB-659B,Battery,382.5673079,385.6476767,401.0598159,28.08056116,22.06027923,38.98092543,74.18446168,0.031,0.03,0.061,Normal,Normal operation,None,29.70725528
1SA-370,SurgeArrestor,402.8634985,402.4068196,408.5584998,86.11219696,113.3584594,106.1980369,90.09456274,0.069,0.015,0.084,Overheating,High temperature,Thermal,101.8895644
3PM-523B,Motor,381.3392816,400.6351956,380.2102775,52.4253833,30.01442513,57.33124099,25.41535859,0.078,0.021,0.099,Normal,Normal operation,None,46.59034981
5VFD-173A,VFD,417.4441953,410.9917912,385.8299954,83.0046236,98.75191421,102.3312816,28.31422471,0.031,0.016,0.047,Normal,Normal operation,None,94.6959398
3LP-126B,Lighting,408.4068856,393.6989897,389.6355236,108.4482366,57.90428146,102.4773698,96.56209233,0.097,0.037,0.134,Overheating,High temperature,Thermal,89.60996263
1SB-418B,Switchboard,403.7176975,404.1831655,415.2115031,143.5053227,104.1510107,36.60196328,61.0055094,0.054,0.032,0.086,Normal,Normal operation,None,94.75276556
5PM-526,Motor,388.9733632,407.5959696,387.6292805,68.46457677,92.93121514,21.51874182,78.78657672,0.065,0.01,0.075,Normal,Normal operation,None,60.97151124
4LP-504A,Lighting,400.7072397,382.1122864,419.1970006,133.357458,135.4095233,143.9683817,97.60184062,0.054,0.045,0.099,Overload,Load exceeded limit,Thermal,137.5784543
2CT-144A,CT,414.7910655,386.5439834,381.0876983,107.1303622,114.4440102,118.7563407,34.9007471,0.077,0.048,0.125,Normal,Normal operation,None,113.443571
1CT-588B,CT,401.1147362,417.8196959,411.8531853,62.62852572,139.349137,81.67699871,80.13836236,0.067,0.033,0.1,Normal,Normal operation,None,94.55155382
6LP-775,Lighting,396.6378708,402.6753016,387.3409929,51.28297565,44.03366137,20.67569586,50.81334894,0.034,0.018,0.052,Normal,Normal operation,None,38.66411096
5SB-542A,Switchboard,404.5933648,403.1884444,408.0158493,46.71729215,84.56128313,69.78791632,74.06092289,0.053,0.038,0.091,Normal,Normal operation,None,67.02216387
1TR-603A,Transformer,390.4053041,383.2462257,380.8939317,49.81021447,102.5013923,146.2711282,65.79826411,0.03,0.029,0.059,Normal,Normal operation,None,99.52757832
2G-978,Generator,392.2100531,415.4357922,415.0432145,37.66100353,46.86607513,70.25151079,38.35796203,0.057,0.034,0.091,Normal,Normal operation,None,51.59286315
1VFD-649,VFD,396.7483477,413.5818585,403.3081887,104.7914149,29.77656099,70.44441044,73.50336114,0.034,0.031,0.065,Normal,Normal operation,None,68.33746212
4SA-183A,SurgeArrestor,397.8739267,407.9173269,390.3291503,143.0573045,102.8900107,37.7812206,79.11595026,0.039,0.005,0.044,Normal,Normal operation,None,94.5761786
3SB-547,Switchboard,384.200079,407.8235392,396.5528832,132.6659635,97.67645466,77.82612778,82.04409906,0.049,0.026,0.075,Normal,Normal operation,None,102.7228487
1G-798,Generator,412.3911955,399.6483946,399.8224197,20.08052494,140.8205496,128.1153221,75.56107663,0.05,0.043,0.093,Normal,Normal operation,None,96.33879887
6VFD-421B,VFD,404.1520336,384.308139,416.6053704,59.5125924,120.3936552,34.88296118,27.88211518,0.087,0.045,0.132,Normal,Normal operation,None,71.59640292
7LP-591B,Lighting,400.8282262,398.4373948,385.4085487,44.72250276,43.67496356,39.94745727,81.54377091,0.087,0.015,0.102,Normal,Normal operation,None,42.7816412
3CT-421A,CT,386.6062881,382.1733374,400.4995552,116.8351047,93.45820653,123.4726324,33.44419969,0.015,0.007,0.022,Normal,Normal operation,None,111.2553145
5TR-158,Transformer,393.1521063,393.8461027,414.0523959,124.8913604,76.49395532,40.9131832,56.90877879,0.037,0.011,0.048,Normal,Normal operation,None,80.76616632
3LP-815,Lighting,404.7152723,415.3738417,386.9306865,67.35559906,111.2790515,129.8446391,45.37112967,0.071,0.044,0.115,Normal,Normal operation,None,102.8264299
1LP-281B,Lighting,381.1292886,415.0476228,403.9022458,58.63299319,66.50866912,79.92919698,35.37526521,0.046,0.019,0.065,Normal,Normal operation,None,68.35695309
7PT-812B,PT,419.503698,416.5394068,384.3705094,101.2343163,35.19587676,53.2891084,99.07690401,0.022,0.02,0.042,Overheating,High temperature,Thermal,63.23976716
6PM-854B,Motor,401.6991865,410.0840567,380.4900347,142.5660854,126.6019946,35.13290412,48.04217516,0.066,0.033,0.099,Normal,Normal operation,None,101.4336614
3SA-361B,SurgeArrestor,391.7825807,395.585583,398.456906,140.1625259,74.1489355,127.2978014,99.70219242,0.041,0.011,0.052,Overheating,High temperature,Thermal,113.8697543
3UPS-473B,UPS,381.3246682,388.458169,397.4137687,149.0340467,114.5391665,53.07208934,72.12090116,0.091,0.015,0.106,Normal,Normal operation,None,105.5484342
4VFD-739,VFD,384.9915031,388.394073,418.6050401,117.3032732,33.84635004,82.66231919,83.39807913,0.014,0.046,0.06,Normal,Normal operation,None,77.93731414
4UPS-722B,UPS,400.8055027,410.4075999,404.8255116,114.4558727,95.08962199,109.5013489,87.19042919,0.027,0.038,0.065,Normal,Normal operation,None,106.3489479
4VFD-823B,VFD,416.4534104,393.4543313,388.7863343,77.5530119,77.73118058,64.84775208,64.70674023,0.072,0.007,0.079,Normal,Normal operation,None,73.37731485
4VFD-681A,VFD,407.8260756,418.6497479,404.7668644,93.41023722,76.61706587,113.0851557,87.92675827,0.025,0.026,0.051,Normal,Normal operation,None,94.3708196
2SNS-547A,Sensor,410.6297638,396.7764065,393.304583,44.69012585,103.6471109,66.25684429,90.73652684,0.095,0.022,0.117,Overheating,High temperature,Thermal,71.53136036
6PT-152A,PT,390.5769057,404.554711,413.5458203,58.05945559,85.61779149,56.63909727,45.76454404,0.097,0.048,0.145,Normal,Normal operation,None,66.77211479
1UPS-946A,UPS,411.0542569,417.4210399,407.2429912,112.397837,127.2619103,49.36603185,70.89122887,0.053,0.042,0.095,Normal,Normal operation,None,96.34192639
6CAP-108B,CapacitorBank,406.2075173,405.0725549,385.0307579,54.80978068,32.19985498,120.458223,79.61040639,0.063,0.048,0.111,Normal,Normal operation,None,69.15595287
1BB-899,Battery,411.7133782,414.9612798,399.3344732,109.0441692,131.8673575,127.8975793,35.33708768,0.089,0.015,0.104,Overload,Load exceeded limit,Thermal,122.9363686
7PLC-436,PLC,381.7222516,401.7435098,403.7952185,114.2501214,23.85404646,98.39190922,70.38522141,0.032,0.047,0.079,Normal,Normal operation,None,78.8320257
5SNS-892A,Sensor,400.0968963,380.7781026,412.8965999,45.73493619,116.0711886,98.20008035,81.82078915,0.075,0.033,0.108,Normal,Normal operation,None,86.66873506
2TR-625B,Transformer,390.0059615,410.497987,400.1867711,55.61437278,134.3297929,39.55378061,90.02331219,0.046,0.01,0.056,Overheating,High temperature,Thermal,76.49931543
3PM-786B,Motor,399.9521938,391.7674674,399.657498,101.2165629,130.4029693,73.93670588,92.21243719,0.045,0.028,0.073,Overheating,High temperature,Thermal,101.8520794
1SB-178B,Switchboard,419.5510541,382.9180979,407.6536629,137.4843537,104.5029492,104.2654471,88.12581956,0.031,0.022,0.053,Normal,Normal operation,None,115.4175834
